house_id,price,image_folder_name,n_images,clean_idx,raw_idx,link
646,220000,0646_satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-baki-seheri-nerimanov-rayonu-23,23,1226,1601,https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-baki-seheri-nerimanov-rayonu-23
647,215000,0647_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-baki-seheri-yasamal-rayonu-29,13,1227,1602,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-baki-seheri-yasamal-rayonu-29
648,169000,0648_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-musteqillik-kucesi-mida-yasayis-kompleksi-10,10,1228,1603,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-musteqillik-kucesi-mida-yasayis-kompleksi-10
649,195000,0649_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-musteqillik-kucesi-mida-yasayis-kompleksi-11,11,1229,1604,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-musteqillik-kucesi-mida-yasayis-kompleksi-11
650,260000,0650_satilir-3-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-baki-seheri-nizami-rayonu-40,15,1230,1605,https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-baki-seheri-nizami-rayonu-40
652,390000,0652_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-s-vurgun,19,1231,1607,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-s-vurgun
654,179000,0654_satilir-2-otaqli-yeni-tikili-suraxani-rayonu-qaracuxur-qes-baki-s-suraxani-r,9,1232,1609,https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-qaracuxur-qes-baki-s-suraxani-r
655,249000,0655_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-7-ci-mikrorayon-abay-kunanbayev-4,9,1233,1610,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-7-ci-mikrorayon-abay-kunanbayev-4
656,280000,0656_satilir-2-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-qarabag-kuc-6,6,1234,1611,https://arenda.az/satilir-2-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-qarabag-kuc-6
659,85000,0659_satilir-2-otaqli-yeni-tikili-xirdalan-aaaf-parkda-24,12,1235,1612,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-aaaf-parkda-24
661,370000,0661_satilir-4-otaqli-yeni-tikili-nesimi-rayonu-8-noyabr-metrosu-ceyhun-selimov-kuc-2,16,1236,1614,https://arenda.az/satilir-4-otaqli-yeni-tikili-nesimi-rayonu-8-noyabr-metrosu-ceyhun-selimov-kuc-2
666,245000,0666_satilir-4-otaqli-kohne-tikili-xetai-rayonu-xalqlar-dostlugu-metrosu-babek-prospekti-19,24,1237,1619,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-xalqlar-dostlugu-metrosu-babek-prospekti-19
667,93200,0667_satilir-4-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-7,31,1238,1620,https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-7
668,153000,0668_satilir-3-otaqli-kohne-tikili-suraxani-rayonu-qaracuxur-qes-qaracuxur-qes-c-qurbanov-kuc-2,10,1239,1621,https://arenda.az/satilir-3-otaqli-kohne-tikili-suraxani-rayonu-qaracuxur-qes-qaracuxur-qes-c-qurbanov-kuc-2
670,135000,0670_satilir-2-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-shams-residence,7,1240,1623,https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-shams-residence
671,339000,0671_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-s-vurgun-20,8,1241,1624,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-s-vurgun-20
672,132500,0672_satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-gence-p,12,1242,1625,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-gence-p
673,75000,0673_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2811,10,1243,1626,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2811
674,160000,0674_satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ceyhun-hacibeyli-kuc-2,10,1244,1627,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ceyhun-hacibeyli-kuc-2
675,108000,0675_satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-v-massivi-7-1,9,1245,1628,https://arenda.az/satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-v-massivi-7-1
676,77500,0676_satilir-3-otaqli-kohne-tikili-suraxani-rayonu-qaracuxur-qes-suraxani-rayonu-qaracuxur-qesebesi-z-serifov-kucesi,15,1246,1629,https://arenda.az/satilir-3-otaqli-kohne-tikili-suraxani-rayonu-qaracuxur-qes-suraxani-rayonu-qaracuxur-qesebesi-z-serifov-kucesi
677,71500,0677_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-903,10,1247,1630,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-903
678,112500,0678_satilir-2-otaqli-yeni-tikili-xirdalan-baki-sumqayit-yolu-14-cu-kilometr,10,1248,1631,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-baki-sumqayit-yolu-14-cu-kilometr
679,290000,0679_satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-f-x-xoyski-3,8,1249,1632,https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-f-x-xoyski-3
681,60000,0681_satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-bagcaseher-yasayis-kompleksi,5,1250,1633,https://arenda.az/satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-bagcaseher-yasayis-kompleksi
683,245000,0683_satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-f-x-xoyski-2,10,1251,1635,https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-f-x-xoyski-2
684,32000,0684_satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-sumqayit-12,9,1252,1636,https://arenda.az/satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-sumqayit-12
686,243000,0686_satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-e-suleymanov-7,8,1253,1638,https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-e-suleymanov-7
687,30000,0687_satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-abseron-rayonu-saray-qesebesi-mehemmed-esedov-kucesi-20,11,1254,1639,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-abseron-rayonu-saray-qesebesi-mehemmed-esedov-kucesi-20
688,138000,0688_satilir-2-otaqli-yeni-tikili-xetai-rayonu-eliaga-sixlinski-kuc,7,1255,1640,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-eliaga-sixlinski-kuc
691,250000,0691_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-yasil-bazarin-yaxinligi-5,14,1256,1643,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-yasil-bazarin-yaxinligi-5
692,390000,0692_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-ss-hall-yaxinligi-8,14,1257,1644,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-ss-hall-yaxinligi-8
693,188000,0693_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-dernegul-metrosu-7-ci-mikrorayon-a-kunanbayev-12,10,1258,1645,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-dernegul-metrosu-7-ci-mikrorayon-a-kunanbayev-12
695,90000,0695_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-65,14,1259,1647,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-65
696,78000,0696_satilir-3-otaqli-yeni-tikili-st-sumqayit-rayonu-sumqayit-seher-bagca-seher-yasayis-kompleksi,14,1260,1648,https://arenda.az/satilir-3-otaqli-yeni-tikili-st-sumqayit-rayonu-sumqayit-seher-bagca-seher-yasayis-kompleksi
697,185000,0697_satilir-4-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-nesreddin-tusi-kuc-2,9,1261,1649,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-nesreddin-tusi-kuc-2
698,170000,0698_satilir-3-otaqli-kohne-tikili-sabuncu-rayonu-bakixanov-qes-baki-s-sabuncu-r,8,1262,1650,https://arenda.az/satilir-3-otaqli-kohne-tikili-sabuncu-rayonu-bakixanov-qes-baki-s-sabuncu-r
702,399000,0702_satilir-2-otaqli-yeni-tikili-sebail-rayonu-bayil-qes-xalnar-kuc-1,16,1263,1652,https://arenda.az/satilir-2-otaqli-yeni-tikili-sebail-rayonu-bayil-qes-xalnar-kuc-1
703,60000,0703_satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-bagca-seher-yasayis-kompleksi-5,9,1264,1653,https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-bagca-seher-yasayis-kompleksi-5
705,235500,0705_satilir-4-otaqli-kohne-tikili-xetai-rayonu-qara-qarayev-metrosu-qara-seher-mehemmed-serifli,14,1265,1655,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-qara-qarayev-metrosu-qara-seher-mehemmed-serifli
706,75000,0706_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-447,9,1266,1656,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-447
708,33000,0708_satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-qesebesi-188,8,1267,1658,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-qesebesi-188
709,31000,0709_satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-mtk-135,11,1268,1659,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-mtk-135
710,150000,0710_satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-ehmedli-qes-n-tusi-kuc-3,8,1269,1660,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-ehmedli-qes-n-tusi-kuc-3
711,250000,0711_satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-gence-prospekti-366,10,1270,1661,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-gence-prospekti-366
713,220000,0713_satilir-3-otaqli-kohne-tikili-sebail-rayonu-badamdar-qes-badamdar-5,15,1271,1663,https://arenda.az/satilir-3-otaqli-kohne-tikili-sebail-rayonu-badamdar-qes-badamdar-5
714,145000,0714_satilir-3-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-839,14,1272,1664,https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-839
715,53000,0715_satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1467,7,1273,1665,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1467
717,85000,0717_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-908,9,1274,1667,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-908
718,254000,0718_satilir-2-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-kamil-balakisiyev-kuc-12,15,1275,1668,https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-kamil-balakisiyev-kuc-12
719,67000,0719_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-19,13,1276,1669,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-19
721,136000,0721_satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-qarayev-4,12,1277,1671,https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-qarayev-4
722,110000,0722_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2830,14,1278,1672,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2830
724,170000,0724_satilir-3-otaqli-yeni-tikili-suraxani-rayonu-gunesli-qesebesi,17,1279,1673,https://arenda.az/satilir-3-otaqli-yeni-tikili-suraxani-rayonu-gunesli-qesebesi
725,95000,0725_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2689,17,1280,1674,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2689
728,285000,0728_satilir-3-otaqli-kohne-tikili-sebail-rayonu-sahil-metrosu-28-may-kucesi-4,10,1281,1677,https://arenda.az/satilir-3-otaqli-kohne-tikili-sebail-rayonu-sahil-metrosu-28-may-kucesi-4
729,108000,0729_satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1500,12,1282,1678,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1500
730,170000,0730_satilir-3-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-10,13,1283,1679,https://arenda.az/satilir-3-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-10
731,245000,0731_satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xudu-memmedov-kuc-212,20,1284,1680,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xudu-memmedov-kuc-212
733,59000,0733_satilir-1-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-19,12,1285,1682,https://arenda.az/satilir-1-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-19
734,65000,0734_satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1508,6,1286,1683,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1508
735,227000,0735_satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-8-ci-kilometr-a-manafov-3,6,1287,1684,https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-8-ci-kilometr-a-manafov-3
736,339000,0736_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-asan-xidmetin-yaxinligi-18,11,1288,1685,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-asan-xidmetin-yaxinligi-18
738,300000,0738_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-esed-ehmedov-kucesi-45a,20,1289,1687,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-esed-ehmedov-kucesi-45a
739,120000,0739_satilir-2-otaqli-yeni-tikili-suraxani-rayonu-qaracuxur-qes-suraxani-ray-32-ci-qaracuxur-1-ci-donge,9,1290,1688,https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-qaracuxur-qes-suraxani-ray-32-ci-qaracuxur-1-ci-donge
740,258000,0740_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-ege-hospitalin-yaxinligi-3,12,1291,1689,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-ege-hospitalin-yaxinligi-3
741,75000,0741_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-999,9,1292,1690,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-999
743,180000,0743_satilir-3-otaqli-kohne-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-nizami-rayonu-nesimi-kuc-bina-28-neftciler-metrosunun-yani-5-deq-piyy,13,1293,1692,https://arenda.az/satilir-3-otaqli-kohne-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-nizami-rayonu-nesimi-kuc-bina-28-neftciler-metrosunun-yani-5-deq-piyy
745,30000,0745_satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-bagcaseher-17,8,1294,1694,https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-bagcaseher-17
746,410000,0746_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-metrosunun-yaxinligi-15,11,1295,1695,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-metrosunun-yaxinligi-15
747,362000,0747_satilir-4-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-eliyar-eliyev-kucesi-51,5,1296,1696,https://arenda.az/satilir-4-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-eliyar-eliyev-kucesi-51
748,255000,0748_satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-mehemmed-hadi-kuc-238,15,1297,1697,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-mehemmed-hadi-kuc-238
750,342000,0750_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-koroglu-metrosu-ziya-bunyadov-prospekti-11,28,1298,1699,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-koroglu-metrosu-ziya-bunyadov-prospekti-11
751,170000,0751_satilir-3-otaqli-kohne-tikili-sabuncu-rayonu-neftciler-metrosu-bakixanov-qes-eli-kerim-12a,10,1299,1700,https://arenda.az/satilir-3-otaqli-kohne-tikili-sabuncu-rayonu-neftciler-metrosu-bakixanov-qes-eli-kerim-12a
752,300000,0752_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-serifzade-kucesi-180,15,1300,1701,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-serifzade-kucesi-180
753,88000,0753_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-55,14,1301,1702,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-55
754,59000,0754_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-63,10,1302,1703,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-63
755,65000,0755_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2828,12,1303,1704,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2828
757,70000,0757_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-m-xiyabani-kuc-6,6,1304,1706,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-m-xiyabani-kuc-6
765,86000,0765_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2846,9,1305,1714,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2846
767,108000,0767_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-merkez-147,9,1306,1715,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-merkez-147
768,92000,0768_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-seheri-5354,10,1307,1716,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-seheri-5354
770,215000,0770_satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-zerife-eliyeva-lisseyn-yani,15,1308,1718,https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-zerife-eliyeva-lisseyn-yani
772,82000,0772_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qurtulus-93-220,10,1309,1720,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qurtulus-93-220
773,85000,0773_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2812,11,1310,1721,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2812
774,105000,0774_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-dream-park-yasayis-kompleksi-7,13,1311,1722,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-dream-park-yasayis-kompleksi-7
775,83000,0775_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-172,15,1312,1723,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-172
778,97000,0778_satilir-2-otaqli-kohne-tikili-qaradag-rayonu-lokbatan-qes-lokbatan-5,15,1313,1726,https://arenda.az/satilir-2-otaqli-kohne-tikili-qaradag-rayonu-lokbatan-qes-lokbatan-5
779,83500,0779_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2751,8,1314,1727,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2751
780,73000,0780_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2798,13,1315,1728,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2798
781,109000,0781_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1710,10,1316,1729,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1710
782,80000,0782_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-66,16,1317,1730,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-66
783,239900,0783_satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-elsen-suleymanov-50,14,1318,1731,https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-elsen-suleymanov-50
785,79000,0785_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2224,9,1319,1733,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2224
786,105000,0786_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1552,12,1320,1734,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1552
787,103000,0787_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1713,12,1321,1735,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1713
788,63000,0788_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2606,11,1322,1736,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2606
789,70000,0789_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1662,11,1323,1737,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1662
790,57000,0790_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2800,9,1324,1738,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2800
791,152000,0791_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1721,10,1325,1739,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1721
792,81000,0792_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2832,11,1326,1740,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2832
793,143000,0793_satilir-2-otaqli-kohne-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-behruz-nuriyev-2,8,1327,1741,https://arenda.az/satilir-2-otaqli-kohne-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-behruz-nuriyev-2
794,190000,0794_satilir-4-otaqli-kohne-tikili-xezer-rayonu-buzovna-buzovna-qes-4,12,1328,1742,https://arenda.az/satilir-4-otaqli-kohne-tikili-xezer-rayonu-buzovna-buzovna-qes-4
795,400000,0795_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-baki-subhi-salayev-kuc,12,1329,1743,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-baki-subhi-salayev-kuc
796,207000,0796_satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-baki-huseyn-cavid-prospekti,13,1330,1744,https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-baki-huseyn-cavid-prospekti
797,174000,0797_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-musteqqilik-kucesi,9,1331,1745,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-musteqqilik-kucesi
798,170000,0798_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-baki-bineqedi-rayonu-hemdem-agayev-kucesi,14,1332,1746,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-baki-bineqedi-rayonu-hemdem-agayev-kucesi
799,86000,0799_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2223,10,1333,1747,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2223
