house_id,price,image_folder_name,n_images,apartment_clean_idx,apartment_raw_idx,source_raw_idx,link,mapping_method
964,140000,0964_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-121,12,1357,1579,1906,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-121,exact_clean_to_raw
965,85000,0965_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2662,14,1358,1580,1907,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2662,exact_clean_to_raw
966,150000,0966_satilir-4-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-69,23,1359,1581,1908,https://arenda.az/satilir-4-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-69,exact_clean_to_raw
967,79000,0967_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2839,12,1360,1582,1909,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2839,exact_clean_to_raw
969,49500,0969_satilir-1-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-1,13,1361,1583,1911,https://arenda.az/satilir-1-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-1,exact_clean_to_raw
972,230000,0972_satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-panarama-park-1,17,1362,1584,1914,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-panarama-park-1,exact_clean_to_raw
973,185000,0973_satilir-5-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-2,26,1363,1585,1915,https://arenda.az/satilir-5-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-2,exact_clean_to_raw
974,188000,0974_satilir-5-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-qes-d-massvi,28,1364,1586,1916,https://arenda.az/satilir-5-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-qes-d-massvi,exact_clean_to_raw
975,208000,0975_satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-7,15,1365,1587,1917,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-7,exact_clean_to_raw
976,205000,0976_satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-6,18,1366,1588,1918,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-6,exact_clean_to_raw
977,178000,0977_satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-8,30,1367,1589,1919,https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-8,exact_clean_to_raw
978,110000,0978_satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-47,21,1368,1590,1920,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-47,exact_clean_to_raw
979,140000,0979_satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-46,19,1369,1591,1921,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-46,exact_clean_to_raw
980,135000,0980_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-24,10,1370,1592,1922,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-24,exact_clean_to_raw
981,165000,0981_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-25,23,1371,1593,1923,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-25,exact_clean_to_raw
982,145000,0982_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-21,12,1372,1594,1924,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-21,exact_clean_to_raw
983,157000,0983_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-26,25,1373,1595,1925,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-26,exact_clean_to_raw
984,265000,0984_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-s-vurgun-19,10,1374,1596,1926,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-s-vurgun-19,exact_clean_to_raw
985,157000,0985_satilir-3-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-d-massivi-7-44,10,1375,1597,1927,https://arenda.az/satilir-3-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-d-massivi-7-44,exact_clean_to_raw
986,620000,0986_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-zabitler-parkinin-yaxinligi-4,17,1376,1598,1928,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-zabitler-parkinin-yaxinligi-4,exact_clean_to_raw
989,525000,0989_satilir-4-otaqli-yeni-tikili-sebail-rayonu-badamdar-qes-abbasqulu-abbaszade-kucesi-41-2,10,1377,1601,1931,https://arenda.az/satilir-4-otaqli-yeni-tikili-sebail-rayonu-badamdar-qes-abbasqulu-abbaszade-kucesi-41-2,exact_clean_to_raw
991,119000,0991_satilir-2-otaqli-kohne-tikili-nesimi-rayonu-memar-ecemi-metrosu-h-seyidzade-kucesi-1,13,1378,1603,1933,https://arenda.az/satilir-2-otaqli-kohne-tikili-nesimi-rayonu-memar-ecemi-metrosu-h-seyidzade-kucesi-1,exact_clean_to_raw
993,155000,0993_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-27,9,1379,1605,1935,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-gence-pr-ti-xezer-27,exact_clean_to_raw
1000,650000,1000_satilir-4-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-park-azure-6,19,1380,1608,1942,https://arenda.az/satilir-4-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-park-azure-6,exact_clean_to_raw
2001,186000,2001_satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-sadiqcan-kucesi-70,19,1381,1609,1943,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-sadiqcan-kucesi-70,exact_clean_to_raw
2002,88000,2002_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4070,5,1382,1610,1944,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4070,exact_clean_to_raw
2003,138000,2003_satilir-4-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-suraxani-rayon-yeni-gunesli-qesebesi-1,10,1383,1611,1945,https://arenda.az/satilir-4-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-suraxani-rayon-yeni-gunesli-qesebesi-1,exact_clean_to_raw
2004,44500,2004_satilir-2-otaqli-yeni-tikili-xirdalan-aaaf-park-yasayis-kompleksinde-2,5,1384,1612,1946,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-aaaf-park-yasayis-kompleksinde-2,exact_clean_to_raw
2010,175000,2010_satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-ceyhun-hacibeyli-kuc,12,1385,1617,1951,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-ceyhun-hacibeyli-kuc,exact_clean_to_raw
2011,174000,2011_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-26,19,1386,1618,1952,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-26,exact_clean_to_raw
2012,145000,2012_satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-h-aslanov-qes-cavansir-kucesi-15,7,1387,1619,1953,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-h-aslanov-qes-cavansir-kucesi-15,exact_clean_to_raw
2013,153000,2013_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-25,21,1388,1620,1954,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-25,exact_clean_to_raw
2014,58402,2014_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-7,22,1389,1621,1955,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-7,exact_clean_to_raw
2016,60284,2016_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-4,24,1390,1623,1957,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-4,exact_clean_to_raw
2018,109000,2018_satilir-2-otaqli-yeni-tikili-suraxani-rayonu-hovsan-qes-hovsan-qesebesi-mida1-1,10,1391,1625,1959,https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-hovsan-qes-hovsan-qesebesi-mida1-1,exact_clean_to_raw
2019,400000,2019_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-heyder-eliyev-merkezinin-yaxinligi-58,16,1392,1626,1960,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-heyder-eliyev-merkezinin-yaxinligi-58,exact_clean_to_raw
2023,122000,2023_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-s-quvvlar-9b,26,1393,1630,1964,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-s-quvvlar-9b,exact_clean_to_raw
2025,335000,2025_satilir-3-otaqli-yeni-tikili-xetai-rayonu-serhedci-akademiyasinin-yaxinligi,16,1394,1631,1966,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-serhedci-akademiyasinin-yaxinligi,exact_clean_to_raw
2027,198000,2027_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-xetai-ray-mezahir-rustemov-kuc-1,8,1395,1633,1968,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-xetai-ray-mezahir-rustemov-kuc-1,exact_clean_to_raw
2028,59000,2028_satilir-2-otaqli-yeni-tikili-xirdalan-abseron-gencler-seherciyi-162,9,1396,1634,1969,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-abseron-gencler-seherciyi-162,exact_clean_to_raw
2030,140000,2030_satilir-2-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-a-serifzade-kucesi,10,1397,1636,1971,https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-a-serifzade-kucesi,exact_clean_to_raw
2031,192500,2031_satilir-2-otaqli-yeni-tikili-nesimi-rayonu-nesimi-ray-hesen-eliyev-kuc-tibb-uni-1,9,1398,1637,1972,https://arenda.az/satilir-2-otaqli-yeni-tikili-nesimi-rayonu-nesimi-ray-hesen-eliyev-kuc-tibb-uni-1,exact_clean_to_raw
2032,279000,2032_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-20-yanvar-metrosu-3-cu-mikrorayon-rovsen-ceferov-kucesi-1,28,1399,1638,1973,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-20-yanvar-metrosu-3-cu-mikrorayon-rovsen-ceferov-kucesi-1,exact_clean_to_raw
2033,208000,2033_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-r-musteqillik-kuc,11,1400,1639,1974,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-r-musteqillik-kuc,exact_clean_to_raw
2034,187000,2034_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-r-a-m-serifzade-kuc-31,13,1401,1640,1975,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-r-a-m-serifzade-kuc-31,exact_clean_to_raw
2035,165000,2035_satilir-2-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-izmir-prospekti,9,1402,1641,1976,https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-izmir-prospekti,exact_clean_to_raw
2036,167000,2036_satilir-3-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-ray-serifzade-kuc-insaatcilar-m-1,13,1403,1642,1977,https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-ray-serifzade-kuc-insaatcilar-m-1,exact_clean_to_raw
2037,176000,2037_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-r-mida-y-k-1,14,1404,1643,1978,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-r-mida-y-k-1,exact_clean_to_raw
2039,170000,2039_satilir-2-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar-3,8,1405,1645,1980,https://arenda.az/satilir-2-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar-3,exact_clean_to_raw
2041,185000,2041_satilir-2-otaqli-yeni-tikili-sebail-rayonu-bayil-qes-sebail-rayonu-bayil-1,8,1406,1647,1982,https://arenda.az/satilir-2-otaqli-yeni-tikili-sebail-rayonu-bayil-qes-sebail-rayonu-bayil-1,exact_clean_to_raw
2042,580000,2042_satilir-7-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar,40,1407,1648,1983,https://arenda.az/satilir-7-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar,exact_clean_to_raw
2043,240000,2043_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-r-a-m-serifzade-kuc-36,13,1408,1649,1984,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-r-a-m-serifzade-kuc-36,exact_clean_to_raw
2044,202000,2044_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-r-a-m-serifzade-kuc-2,13,1409,1650,1985,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-r-a-m-serifzade-kuc-2,exact_clean_to_raw
2045,210000,2045_satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-gence-prospekti-74,25,1410,1651,1986,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-gence-prospekti-74,exact_clean_to_raw
2046,110000,2046_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-248,13,1411,1652,1987,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-248,exact_clean_to_raw
2047,183000,2047_satilir-2-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-qes-lutvuzade-telnov-kuc,26,1412,1653,1988,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-qes-lutvuzade-telnov-kuc,exact_clean_to_raw
2048,189000,2048_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-xetai-ray-mezahir-rustemov-kuc,8,1413,1654,1989,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-xetai-ray-mezahir-rustemov-kuc,exact_clean_to_raw
2049,105000,2049_satilir-1-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-qes-20-yanvar-metrosuna-yaxin-melissa-park-yasayis-kompleksi,4,1414,1655,1990,https://arenda.az/satilir-1-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-qes-20-yanvar-metrosuna-yaxin-melissa-park-yasayis-kompleksi,exact_clean_to_raw
2050,378000,2050_satilir-3-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-necefqulu-refiyev-kc,15,1415,1656,1991,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-necefqulu-refiyev-kc,exact_clean_to_raw
2051,235000,2051_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-azadliq-metrosu-7-ci-mikrorayon-resad-agayev-kucesi-1,17,1416,1657,1992,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-azadliq-metrosu-7-ci-mikrorayon-resad-agayev-kucesi-1,exact_clean_to_raw
2053,148500,2053_satilir-1-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ceyhun-hacibeyli-kuc-1,15,1417,1658,1993,https://arenda.az/satilir-1-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ceyhun-hacibeyli-kuc-1,exact_clean_to_raw
2054,195000,2054_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-azadliq-metrosu-7-ci-mikrorayon-resad-agayev-kucesi-4,12,1418,1659,1994,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-azadliq-metrosu-7-ci-mikrorayon-resad-agayev-kucesi-4,exact_clean_to_raw
2055,165000,2055_satilir-2-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar-qesebesi-rafiq-isgenderov-kucesi,10,1419,1660,1995,https://arenda.az/satilir-2-otaqli-kohne-tikili-sebail-rayonu-elmler-akademiyasi-metrosu-badamdar-qes-sebail-rayonu-badamdar-qesebesi-rafiq-isgenderov-kucesi,exact_clean_to_raw
2056,137000,2056_satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-122,10,1420,1661,1996,https://arenda.az/satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-122,exact_clean_to_raw
2057,230000,2057_satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-tebriz-kucesi-112,11,1421,1662,1997,https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-tebriz-kucesi-112,exact_clean_to_raw
2060,85000,2060_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-146,15,1422,1663,2000,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-146,exact_clean_to_raw
2062,130000,2062_satilir-2-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-insaatcilar-metrosu-17,9,1423,1664,2002,https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-insaatcilar-metrosu-17,exact_clean_to_raw
2063,65000,2063_satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1458,8,1424,1665,2003,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-heyder-eliyev-prospekti-1458,exact_clean_to_raw
2073,349000,2073_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-boyuksor-qes-e-eiiyev-20,8,1425,1668,2013,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-boyuksor-qes-e-eiiyev-20,exact_clean_to_raw
2078,151000,2078_satilir-3-otaqli-yeni-tikili-xirdalan-abseron-siti-yasayis-kompleksi,9,1426,1670,2018,https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-abseron-siti-yasayis-kompleksi,exact_clean_to_raw
2079,79000,2079_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2779,9,1427,1671,2019,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2779,exact_clean_to_raw
2081,152500,2081_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-baki-y-k-istiqlaliyyet-kucesi-55-143,15,1428,1672,2021,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-baki-y-k-istiqlaliyyet-kucesi-55-143,exact_clean_to_raw
2082,380000,2082_satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-montin-qes-heyder-eliyev-praspekti-17,26,1429,1673,2022,https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-montin-qes-heyder-eliyev-praspekti-17,exact_clean_to_raw
2083,72000,2083_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2221,10,1430,1674,2023,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2221,exact_clean_to_raw
2085,125000,2085_satilir-1-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-yasamal-mida-4,9,1431,1675,2025,https://arenda.az/satilir-1-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-yasamal-mida-4,exact_clean_to_raw
2089,75000,2089_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-baki-y-k-istiqlaliyyet-kucesi-55-224,12,1432,1676,2029,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-baki-y-k-istiqlaliyyet-kucesi-55-224,exact_clean_to_raw
2093,98500,2093_satilir-2-otaqli-yeni-tikili-xirdalan-kristal-1-38,7,1433,1677,2033,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-kristal-1-38,exact_clean_to_raw
2094,99000,2094_satilir-2-otaqli-yeni-tikili-xirdalan-kristal-1-37,10,1434,1678,2034,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-kristal-1-37,exact_clean_to_raw
2095,90000,2095_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-998,15,1435,1679,2035,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-998,exact_clean_to_raw
2096,289000,2096_satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xetai-rayonu-gence-prospekti-ponarama-park-yasayis-kompleksi-3,21,1436,1680,2036,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xetai-rayonu-gence-prospekti-ponarama-park-yasayis-kompleksi-3,exact_clean_to_raw
2097,290000,2097_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-5-ci-mikrorayon-asif-meherremov-16,26,1437,1681,2037,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-5-ci-mikrorayon-asif-meherremov-16,exact_clean_to_raw
2099,175000,2099_satilir-3-otaqli-yeni-tikili-9-cu-mikrorayon-rayonu-9-cu-mkr-kristal-absheron-terefinden-insa-edilmis-binada-qa,20,1438,1682,2039,https://arenda.az/satilir-3-otaqli-yeni-tikili-9-cu-mikrorayon-rayonu-9-cu-mkr-kristal-absheron-terefinden-insa-edilmis-binada-qa,exact_clean_to_raw
2100,230000,2100_satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-ceyhun-hacibeyli-kc,15,1439,1683,2040,https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-ceyhun-hacibeyli-kc,exact_clean_to_raw
2101,103000,2101_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-997,9,1440,1684,2041,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-997,exact_clean_to_raw
2102,105000,2102_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2841,10,1441,1685,2042,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2841,exact_clean_to_raw
2103,130000,2103_satilir-1-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-koroglu-rehimov-ve-tebriz-kucesinin-kesismesi,15,1442,1686,2043,https://arenda.az/satilir-1-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-koroglu-rehimov-ve-tebriz-kucesinin-kesismesi,exact_clean_to_raw
2104,195000,2104_satilir-2-otaqli-yeni-tikili-nizami-rayonu-praqanin-yaninda,9,1443,1687,2044,https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-praqanin-yaninda,exact_clean_to_raw
2105,94000,2105_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-seheri-icra-hakimiyyetinin-yaxinligi-54,9,1444,1688,2045,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-seheri-icra-hakimiyyetinin-yaxinligi-54,exact_clean_to_raw
2106,528800,2106_satilir-3-otaqli-yeni-tikili-nesimi-rayonu-azadliq-prospekti-salatin-esgerova-samil-ezizbeyov-ve-mireli-qasqay-kce,24,1445,1689,2046,https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-azadliq-prospekti-salatin-esgerova-samil-ezizbeyov-ve-mireli-qasqay-kce,exact_clean_to_raw
