house_id,price,image_folder_name,n_images,house_clean_idx,house_raw_idx,source_raw_idx,link,mapping_method
235,115000,235_satilir-3-otaqli-bag-evi-abseron-rayonu-novxani-novxani-41,17,226,228,1207,https://arenda.az/satilir-3-otaqli-bag-evi-abseron-rayonu-novxani-novxani-41,group_assignment_clean_to_raw
257,15000,257_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-63,5,227,229,1228,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-63,exact_clean_to_raw
263,375000,263_satilir-16-otaqli-heyet-evi-villa-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-babek-kuc,34,228,230,1234,https://arenda.az/satilir-16-otaqli-heyet-evi-villa-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-babek-kuc,exact_clean_to_raw
264,540000,264_satilir-6-otaqli-heyet-evi-villa-xetai-rayonu-ehmedli-metrosu-ehmedli-baki-eliaga-sixlinski-kucesi,30,229,231,1235,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xetai-rayonu-ehmedli-metrosu-ehmedli-baki-eliaga-sixlinski-kucesi,exact_clean_to_raw
269,140000,269_satilir-7-otaqli-heyet-evi-villa-bineqedi-rayonu-xocaesen-metrosu-xocesen-qes-xocahesen,32,230,232,1239,https://arenda.az/satilir-7-otaqli-heyet-evi-villa-bineqedi-rayonu-xocaesen-metrosu-xocesen-qes-xocahesen,exact_clean_to_raw
278,56000,278_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-memar-ecemi-kucesi,4,231,233,1248,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-memar-ecemi-kucesi,exact_clean_to_raw
279,15000,279_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-71,4,232,234,1249,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-71,exact_clean_to_raw
283,168000,283_satilir-6-otaqli-heyet-evi-villa-xirdalan-e-haciyev-kucesi,23,233,235,1253,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xirdalan-e-haciyev-kucesi,exact_clean_to_raw
297,63000,297_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-mehemmedli-qesebesi-48,12,234,236,1265,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-mehemmedli-qesebesi-48,exact_clean_to_raw
298,68000,298_satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-z-yaqub-34,7,235,237,1266,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-z-yaqub-34,exact_clean_to_raw
315,130000,315_satilir-4-otaqli-heyet-evi-villa-xirdalan-27-ci-meh-m-huseynzade-kuc,14,236,238,1283,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-27-ci-meh-m-huseynzade-kuc,exact_clean_to_raw
316,45000,316_satilir-2-otaqli-heyet-evi-villa-xirdalan-xirdalan-249,6,237,239,1284,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xirdalan-xirdalan-249,exact_clean_to_raw
329,205000,329_satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-azadliq-metrosu-pirsagi-qes-mehdabad-pirsagi-sosesi,31,238,240,1297,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-azadliq-metrosu-pirsagi-qes-mehdabad-pirsagi-sosesi,exact_clean_to_raw
364,74000,364_satilir-3-otaqli-heyet-evi-villa-xirdalan-xirdalan-seheri-831,11,239,241,1328,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-xirdalan-xirdalan-seheri-831,exact_clean_to_raw
365,245000,365_satilir-6-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-bileceri-qes-ordubadi-kuc-55,26,240,242,1329,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-bileceri-qes-ordubadi-kuc-55,exact_clean_to_raw
369,210000,369_satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-pirsagi-qes-pirsagi-3,9,241,243,1333,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-pirsagi-qes-pirsagi-3,exact_clean_to_raw
370,135000,370_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-turkan-turkan-qesebesi-6,14,242,244,1334,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-turkan-turkan-qesebesi-6,exact_clean_to_raw
377,650000,377_satilir-6-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-bilgeh-8-ci-dalan,28,243,245,1340,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-bilgeh-8-ci-dalan,exact_clean_to_raw
438,85000,438_satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qes-yeni-baki-y-k-arxasi,19,244,246,1399,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qes-yeni-baki-y-k-arxasi,exact_clean_to_raw
439,358000,439_satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-xezer-rayonu-merdekan-qesebesi-495,33,245,247,1400,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-xezer-rayonu-merdekan-qesebesi-495,group_assignment_clean_to_raw
474,69000,474_satilir-3-otaqli-heyet-evi-villa-xezer-rayonu-turkan-turkan-qesebesi-12,18,246,248,1432,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-xezer-rayonu-turkan-turkan-qesebesi-12,exact_clean_to_raw
485,176000,485_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-novxani-novxani-qes-9,12,247,249,1443,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-novxani-novxani-qes-9,exact_clean_to_raw
493,76000,493_satilir-4-otaqli-heyet-evi-villa-xirdalan-m-e-resuizade-kucesi,12,248,250,1451,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-m-e-resuizade-kucesi,exact_clean_to_raw
497,41500,497_satilir-2-otaqli-heyet-evi-villa-xirdalan-m-huseynzade-kucesi-1,17,249,251,1455,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xirdalan-m-huseynzade-kucesi-1,exact_clean_to_raw
506,62000,506_satilir-4-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-ziq-baqlari,11,250,252,1463,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-ziq-baqlari,exact_clean_to_raw
516,140000,516_satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-atciliq-40,13,251,253,1473,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-atciliq-40,exact_clean_to_raw
525,56000,525_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-memar-ecemi-kucesi-1,4,252,254,1482,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-memar-ecemi-kucesi-1,exact_clean_to_raw
529,195000,529_satilir-6-otaqli-heyet-evi-villa-xirdalan-h-eliyev-prospekti-6,25,253,255,1486,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xirdalan-h-eliyev-prospekti-6,exact_clean_to_raw
530,358000,530_satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-xezer-rayonu-merdekan-qesebesi-119,33,254,256,1487,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-xezer-rayonu-merdekan-qesebesi-119,exact_clean_to_raw
536,50000,536_satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-masazir-rahat-market-yaxinliginda,10,255,257,1493,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-masazir-rahat-market-yaxinliginda,exact_clean_to_raw
539,163000,539_satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-376,28,256,258,1496,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-376,exact_clean_to_raw
560,30000,560_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-elaga-vahid-kuc-3,11,257,259,1517,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-elaga-vahid-kuc-3,exact_clean_to_raw
576,60000,576_satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-sovxoz-3,15,258,260,1533,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-sovxoz-3,exact_clean_to_raw
585,200000,585_satilir-6-otaqli-bag-evi-tovuz-tovuz-rayonu-eyyublu-kendi,20,259,261,1542,https://arenda.az/satilir-6-otaqli-bag-evi-tovuz-tovuz-rayonu-eyyublu-kendi,group_assignment_clean_to_raw
588,50000,588_satilir-2-otaqli-heyet-evi-villa-suraxani-rayonu-qaracuxur-qes-baki-seheri-suraxani-rayonu-qaracuxur-qesebesi-3,6,260,262,1545,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-suraxani-rayonu-qaracuxur-qes-baki-seheri-suraxani-rayonu-qaracuxur-qesebesi-3,exact_clean_to_raw
589,250000,589_satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-xezer-rayonu-suvelan,21,261,263,1546,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-xezer-rayonu-suvelan,group_assignment_clean_to_raw
593,90000,593_satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-yeni-ramana-baki-seheri-sabuncu-rayonu-1,6,262,264,1550,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-yeni-ramana-baki-seheri-sabuncu-rayonu-1,exact_clean_to_raw
601,385000,601_satilir-4-otaqli-bag-evi-xezer-rayonu-baki-seheri-merdekan,24,263,265,1558,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-baki-seheri-merdekan,group_assignment_clean_to_raw
604,1300000,0604_satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-baki-seheri-sabuncu-rayonu,48,264,266,1561,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-baki-seheri-sabuncu-rayonu,exact_clean_to_raw
605,800000,0605_satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-baki-seheri-xezer-rayonu-1,17,265,267,1562,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-baki-seheri-xezer-rayonu-1,exact_clean_to_raw
606,155000,0606_satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-293,25,266,268,1563,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-293,exact_clean_to_raw
651,320000,0651_satilir-6-otaqli-bag-evi-abseron-rayonu-baki-seheri-abseron-rayonu,15,267,269,1606,https://arenda.az/satilir-6-otaqli-bag-evi-abseron-rayonu-baki-seheri-abseron-rayonu,group_assignment_clean_to_raw
653,90000,0653_satilir-4-otaqli-heyet-evi-villa-xirdalan-xirdalan-seheri-577,15,268,270,1608,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-xirdalan-seheri-577,exact_clean_to_raw
660,130000,0660_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-149,10,269,271,1613,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-149,exact_clean_to_raw
662,25000,0662_satilir-1-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-74,6,270,272,1615,https://arenda.az/satilir-1-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-74,exact_clean_to_raw
663,21000,0663_satilir-1-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-73,5,271,273,1616,https://arenda.az/satilir-1-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-73,exact_clean_to_raw
664,33000,0664_satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-289,7,272,274,1617,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-289,exact_clean_to_raw
665,47000,0665_satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-288,6,273,275,1618,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-288,exact_clean_to_raw
669,79000,0669_satilir-4-otaqli-heyet-evi-villa-xirdalan-hokmeli-qobu-yolu-1,11,274,276,1622,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-hokmeli-qobu-yolu-1,exact_clean_to_raw
682,270000,0682_satilir-6-otaqli-heyet-evi-villa-suraxani-rayonu-hovsan-1,13,275,277,1634,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-suraxani-rayonu-hovsan-1,exact_clean_to_raw
685,300000,0685_satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-mehdiabad-mehdibad-qesebesi-s-hesenov-kucesi,20,276,278,1637,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-mehdiabad-mehdibad-qesebesi-s-hesenov-kucesi,exact_clean_to_raw
694,530000,0694_satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-merdekan-qes-20,25,277,279,1646,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-merdekan-qes-20,exact_clean_to_raw
704,460000,0704_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-merdekan-qes-23,12,278,280,1654,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-merdekan-qes-23,exact_clean_to_raw
707,73000,0707_satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-abseron-rayon-mehemmedli-2,8,279,281,1657,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-abseron-rayon-mehemmedli-2,exact_clean_to_raw
737,118000,0737_satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-resul-mehreliyev-kucesi,11,280,282,1686,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-resul-mehreliyev-kucesi,exact_clean_to_raw
742,560000,0742_satilir-8-otaqli-heyet-evi-villa-abseron-rayonu-goradil-goradil-qes-1,23,281,283,1691,https://arenda.az/satilir-8-otaqli-heyet-evi-villa-abseron-rayonu-goradil-goradil-qes-1,exact_clean_to_raw
756,190000,0756_satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-albaliliq,21,282,284,1705,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-bilgeh-qes-albaliliq,exact_clean_to_raw
758,135000,0758_satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-161,16,283,285,1707,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-161,exact_clean_to_raw
759,85000,0759_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-774,16,284,286,1708,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-774,exact_clean_to_raw
760,85000,0760_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-545,15,285,287,1709,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-545,exact_clean_to_raw
761,180000,0761_satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-290,21,286,288,1710,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-290,exact_clean_to_raw
762,85000,0762_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-qesebesi-9,15,287,289,1711,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-qesebesi-9,exact_clean_to_raw
763,160000,0763_satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-546,17,288,290,1712,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-546,exact_clean_to_raw
769,155000,0769_satilir-7-otaqli-heyet-evi-villa-sabuncu-rayonu-yeni-ramana-yeni-ramana,15,289,291,1717,https://arenda.az/satilir-7-otaqli-heyet-evi-villa-sabuncu-rayonu-yeni-ramana-yeni-ramana,exact_clean_to_raw
771,90000,0771_satilir-4-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-resulzade-qes-pasyolka-kirov-resulzade-qesebesi,13,290,292,1719,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-resulzade-qes-pasyolka-kirov-resulzade-qesebesi,exact_clean_to_raw
776,178000,0776_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-qesebesi-qala-yolu,5,291,293,1724,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-qesebesi-qala-yolu,group_assignment_clean_to_raw
777,135000,0777_satilir-5-otaqli-heyet-evi-villa-qaradag-rayonu-lokbatan-qes-lokbatan-3,10,292,294,1725,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-qaradag-rayonu-lokbatan-qes-lokbatan-3,exact_clean_to_raw
804,53000,0804_satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-balaxani-qes-sabuncu-rayonu-balaxani-2,11,293,295,1752,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-balaxani-qes-sabuncu-rayonu-balaxani-2,exact_clean_to_raw
830,85000,0830_satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-zabrat-qes-sabuncu-rayonu-zabrat,12,294,296,1777,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sabuncu-rayonu-zabrat-qes-sabuncu-rayonu-zabrat,exact_clean_to_raw
831,41500,0831_satilir-2-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-742,5,295,297,1778,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-742,exact_clean_to_raw
833,94800,0833_satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-1348,8,296,298,1780,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-bineqedi-qes-bineqedi-qesebesi-1348,exact_clean_to_raw
836,57500,0836_satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-bineqedi-qes-bineqedi-qesebesi-1052,11,297,299,1783,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-bineqedi-rayonu-azadliq-metrosu-bineqedi-qes-bineqedi-qesebesi-1052,exact_clean_to_raw
837,52000,0837_satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-abseron-rayon-mehemmedli,8,298,300,1784,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-abseron-rayon-mehemmedli,exact_clean_to_raw
850,155000,0850_satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-refail-ceferov-kuc-3-ev-5-a,9,299,302,1797,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-refail-ceferov-kuc-3-ev-5-a,exact_clean_to_raw
853,80000,0853_satilir-3-otaqli-heyet-evi-villa-corat-baglari-rayonu-corat-qesebesi,21,300,303,1799,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-corat-baglari-rayonu-corat-qesebesi,exact_clean_to_raw
885,570000,0885_satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-suvelan-suvelan-qes-11,28,301,304,1830,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-suvelan-suvelan-qes-11,exact_clean_to_raw
886,415000,0886_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-buzovna-buzovna-qes-57,20,302,305,1831,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-buzovna-buzovna-qes-57,exact_clean_to_raw
888,330000,0888_satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-buzovna-buzovna-qes-12,30,303,306,1833,https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xezer-rayonu-buzovna-buzovna-qes-12,exact_clean_to_raw
889,565000,0889_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-denizden-100-metr-mesafede,24,304,307,1834,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-denizden-100-metr-mesafede,group_assignment_clean_to_raw
890,800000,0890_satilir-5-otaqli-bag-evi-xezer-rayonu-sagan-sagan-qesebesinde-1,30,305,308,1835,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-sagan-sagan-qesebesinde-1,group_assignment_clean_to_raw
891,420000,0891_satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-61,20,306,309,1836,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-61,group_assignment_clean_to_raw
892,690000,0892_satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-bravo-supermarketin-yaxinliginda,25,307,310,1837,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-bravo-supermarketin-yaxinliginda,group_assignment_clean_to_raw
893,269000,0893_satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-27,19,308,311,1838,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-27,group_assignment_clean_to_raw
894,1000000,0894_satilir-5-otaqli-bag-evi-xezer-rayonu-buzovna-buzovna-qesebesinde-1,42,309,312,1839,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-buzovna-buzovna-qesebesinde-1,group_assignment_clean_to_raw
895,435000,0895_satilir-6-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-16,24,310,313,1840,https://arenda.az/satilir-6-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-16,group_assignment_clean_to_raw
897,320000,0897_satilir-3-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesi-gulculuk-savxozda,20,311,314,1841,https://arenda.az/satilir-3-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesi-gulculuk-savxozda,group_assignment_clean_to_raw
898,750000,0898_satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-22,36,312,315,1842,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-22,group_assignment_clean_to_raw
899,750000,0899_satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-dukkan-restorani-yaninda,32,313,316,1843,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-dukkan-restorani-yaninda,group_assignment_clean_to_raw
900,330000,0900_satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-32,24,314,317,1844,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-32,group_assignment_clean_to_raw
901,210000,0901_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-127,21,315,318,1845,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-127,group_assignment_clean_to_raw
902,138000,0902_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-atciliq-20,14,316,319,1846,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-atciliq-20,exact_clean_to_raw
905,270000,0905_satilir-6-otaqli-bag-evi-suraxani-rayonu-hovsan-qes-hovsan-3,12,317,320,1849,https://arenda.az/satilir-6-otaqli-bag-evi-suraxani-rayonu-hovsan-qes-hovsan-3,group_assignment_clean_to_raw
912,120000,0912_satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-novxani-novxani-qes-9,45,318,321,1856,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-novxani-novxani-qes-9,exact_clean_to_raw
942,870000,0942_satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-81,22,319,322,1886,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-qesebesinde-81,group_assignment_clean_to_raw
944,225000,0944_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-140,14,320,323,1888,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-140,group_assignment_clean_to_raw
946,205000,0946_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-141,15,321,324,1890,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-141,group_assignment_clean_to_raw
947,195000,0947_satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-142,16,322,325,1891,https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-suvelan-suvelan-qesebesinde-142,group_assignment_clean_to_raw
956,41500,0956_satilir-2-otaqli-heyet-evi-villa-xirdalan-nizami-kucesi-8,5,323,326,1900,https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xirdalan-nizami-kucesi-8,exact_clean_to_raw
968,85000,0968_satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-107,19,324,327,1910,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-107,exact_clean_to_raw
970,150000,0970_satilir-5-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-suraxani-rayonu-zig-qesebesi-14,24,325,328,1912,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-suraxani-rayonu-zig-qesebesi-14,exact_clean_to_raw
971,175000,0971_satilir-4-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-suraxani-ra-nu-zig-qesebesi-1,29,326,329,1913,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-suraxani-rayonu-zig-qes-suraxani-ra-nu-zig-qesebesi-1,exact_clean_to_raw
996,117000,0996_satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-552,11,327,330,1938,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-552,exact_clean_to_raw
997,78000,0997_satilir-3-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-1889,7,328,331,1939,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-1889,exact_clean_to_raw
998,165000,0998_satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-139,13,329,332,1940,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-bine-qesebesi-139,exact_clean_to_raw
